Label,asds,Site,X(East),Y(North),Z,Valid,Manufact.,Type-generator,"Power, rated",Rotor diameter,Hub height,Row data/Description,Creator,Name,User label,Result,Efficiency,Regional / Correction Factor,Equivalent roughness,Free mean wind speed,HP-value,Calculated prod. without new WTGs,Actual wind corrected energy,Goodness Factor,A (Sum),k (Sum),A (0),k (0),f (0),A (1),k (1),f (1),A (2),k (2),f (2),A (3),k (3),f (3),A (4),k (4),f (4),A (5),k (5),f (5),A (6),k (6),f (6),A (7),k (7),f (7),A (8),k (8),f (8),A (9),k (9),f (9),A (10),k (10),f (10),A (11),k (11),f (11),Air density,Displacement height,Decrease due to obstacles,Increase due to hills,Sensitivity
1,New,C,"250,865","803,361",653.3,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,OT26,USER,Power Mode = 3000; Serrations = True,OT26,"14,749.79",98.0749,1,0.9,8.8,102.3,0,0,,9.92,1.932,6.47,1.775,2.6,6.33,1.67,2.1,6.69,1.486,1.6,6.91,1.471,1.4,6.7,1.471,1.2,6.81,1.525,1,7.16,1.936,1.1,7.01,1.916,1,6.49,1.725,0.8,6.07,1.588,0.6,6.78,1.529,0.8,8.16,1.717,1.1,9.46,1.709,1.3,10.4,1.709
2,New,C,"251,357","803,709",640,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,OT27,USER,Power Mode = 3000; Serrations = True,OT27,"14,214.09",95.0025,1,0.9,8.75,102.1,0,0,,9.86,1.928,6.55,1.775,2.7,6.43,1.658,2.2,6.74,1.486,1.6,6.89,1.471,1.4,6.65,1.467,1.2,6.78,1.564,1.1,7.03,1.936,1.1,6.83,1.904,1,6.32,1.721,0.7,5.9,1.592,0.6,6.62,1.529,0.8,7.92,1.701,1.1,9.22,1.709,1.3,10.22,1.709
3,New,C,"251,814","804,074",633.1,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,OT28,USER,Power Mode = 3000; Serrations = True,OT28,"13,882.33",93.182,1,1,8.71,102,0,0,,9.82,1.928,6.49,1.771,2.7,6.38,1.654,2.1,6.67,1.486,1.6,6.82,1.471,1.4,6.56,1.467,1.2,6.7,1.553,1,6.99,1.936,1.1,6.82,1.912,1,6.33,1.725,0.8,5.88,1.596,0.6,6.63,1.529,0.8,7.93,1.701,1.1,9.24,1.709,1.3,10.26,1.709
4,New,C,"252,254","804,397",655.4,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,OT29,USER,Power Mode = 3000; Serrations = True,OT29,"14,497.48",92.7905,1,0.6,9.19,103.4,0,0,,10.37,1.932,6.81,1.74,2.6,6.66,1.627,2,6.9,1.486,1.5,6.99,1.471,1.3,6.72,1.471,1.1,6.83,1.51,1,7.26,1.936,1.1,7.22,1.947,1,6.75,1.74,0.8,6.32,1.611,0.6,7.07,1.529,0.8,8.49,1.678,1.1,9.99,1.701,1.3,11.26,1.709
5,New,C,"252,856","804,247",654.4,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,OT30,USER,Power Mode = 3000; Serrations = True,OT30,"13,718.35",91.4905,1,0.9,8.77,102.2,0,0,,9.89,1.928,6.66,1.744,2.7,6.45,1.623,2,6.64,1.486,1.6,6.67,1.471,1.3,6.5,1.463,1.1,6.64,1.561,1,6.86,1.936,1,6.74,1.928,0.9,6.29,1.74,0.7,5.84,1.6,0.6,6.57,1.529,0.8,7.85,1.67,1,9.23,1.693,1.3,10.51,1.709
6,New,C,"253,479","804,310",689.4,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,OT31,USER,Power Mode = 3000; Serrations = True,OT31,"14,609.17",93.2505,1,0.6,9.23,103.5,0,0,,10.41,1.928,6.55,1.732,2.3,6.35,1.615,1.8,6.57,1.486,1.4,6.8,1.471,1.2,6.64,1.479,1.1,6.68,1.432,0.9,7.24,1.893,1,7.34,1.947,1,7.08,1.791,0.8,6.7,1.643,0.7,7.34,1.529,0.8,8.91,1.67,1.2,10.6,1.701,1.5,11.87,1.717
7,New,C,"251,800","803,380",653.4,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,OT32,USER,Power Mode = 3000; Serrations = True,OT32,"14,035.75",94.4682,1,1,8.67,101.9,0,0,,9.78,1.932,6.3,1.752,2.6,6.18,1.654,2,6.46,1.49,1.5,6.68,1.471,1.3,6.47,1.475,1.2,6.6,1.475,1,7.03,1.932,1.1,6.99,1.939,1,6.53,1.74,0.8,6.05,1.6,0.7,6.84,1.529,0.8,8.21,1.709,1.1,9.6,1.713,1.4,10.54,1.713
8,New,C,"252,385","803,820",661.5,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,OT33,USER,Power Mode = 3000; Serrations = True,OT33,"13,869.82",91.706,1,0.9,8.85,102.4,0,0,,9.98,1.932,6.53,1.756,2.6,6.34,1.65,2,6.64,1.486,1.6,6.78,1.471,1.3,6.62,1.471,1.2,6.77,1.498,1,7.14,1.936,1.1,7.06,1.932,1,6.58,1.736,0.8,6.09,1.6,0.6,6.89,1.529,0.8,8.26,1.701,1.1,9.65,1.709,1.3,10.68,1.713
9,New,C,"252,517","803,291",667.7,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,OT34,USER,Power Mode = 3000; Serrations = True,OT34,"13,820.16",93.4049,1,1,8.63,101.8,0,0,,9.73,1.932,6.27,1.744,2.5,6.07,1.643,1.9,6.32,1.486,1.5,6.51,1.471,1.3,6.4,1.475,1.2,6.46,1.451,1,6.94,1.932,1.1,6.95,1.951,1,6.54,1.752,0.8,6.11,1.611,0.7,6.84,1.529,0.8,8.24,1.693,1.1,9.71,1.709,1.4,10.69,1.713
10,New,C,"252,974","803,638",683,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,OT35,USER,Power Mode = 3000; Serrations = True,OT35,"13,999.37",91.4084,1,0.8,8.97,102.8,0,0,,10.12,1.932,6.57,1.736,2.5,6.36,1.627,1.9,6.56,1.486,1.5,6.74,1.471,1.3,6.59,1.471,1.1,6.65,1.467,0.9,7.11,1.932,1.1,7.11,1.951,1,6.72,1.756,0.8,6.32,1.623,0.7,7.02,1.529,0.8,8.46,1.678,1.1,10.01,1.701,1.4,11.2,1.713
11,New,C,"253,529","803,673",684.7,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,OT36,USER,Power Mode = 3000; Serrations = True,OT36,"14,287.94",93.3494,1,0.8,8.97,102.8,0,0,,10.11,1.932,6.36,1.736,2.4,6.15,1.627,1.8,6.45,1.486,1.4,6.71,1.471,1.2,6.53,1.479,1.1,6.58,1.432,0.9,7.14,1.9,1.1,7.21,1.947,1,6.9,1.779,0.8,6.5,1.631,0.7,7.18,1.529,0.9,8.69,1.682,1.2,10.27,1.705,1.5,11.42,1.713
12,New,C,"254,202","803,779",645.6,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,OT37,USER,Power Mode = 3000; Serrations = True,OT37,"13,657.72",94.6067,1,1.3,8.43,101.4,0,0,,9.5,1.928,6.25,1.771,2.7,6.17,1.654,2.1,6.5,1.486,1.6,6.64,1.471,1.4,6.44,1.467,1.2,6.54,1.557,1,6.76,1.936,1.1,6.59,1.908,1,6.1,1.725,0.7,5.67,1.596,0.6,6.4,1.529,0.8,7.65,1.697,1.1,8.87,1.705,1.3,9.92,1.717
13,New,C,"254,208","804,302",652.4,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,OT38,USER,Power Mode = 3000; Serrations = True,OT38,"13,969.82",93.5774,1,0.9,8.74,102.1,0,0,,9.85,1.924,6.62,1.76,2.8,6.53,1.627,2.1,6.82,1.482,1.6,6.83,1.471,1.4,6.58,1.459,1.1,6.69,1.604,1,6.82,1.936,1,6.62,1.908,0.9,6.16,1.732,0.7,5.71,1.6,0.6,6.45,1.529,0.7,7.68,1.67,1,8.97,1.693,1.2,10.24,1.713
14,New,C,"251,215","802,400",677.1,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,OT41,USER,Power Mode = 3000; Serrations = True,OT41,"14,508.63",98.3908,1,1,8.66,101.9,0,0,,9.76,1.908,6.47,1.83,2.7,6.42,1.701,2.4,6.72,1.518,1.9,7.11,1.471,1.6,6.94,1.467,1.4,7.11,1.6,1.2,7.22,1.939,1.2,6.8,1.85,0.9,6.15,1.674,0.7,6.04,1.553,0.7,6.72,1.576,0.8,7.59,1.713,1,8.72,1.717,1.2,9.5,1.717
15,New,C,"251,716","802,751",671.2,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,OT43,USER,Power Mode = 3000; Serrations = True,OT43,"13,968.32",95.6047,1,1.2,8.54,101.6,0,0,,9.63,1.92,5.98,1.768,2.4,5.89,1.682,2,6.16,1.51,1.6,6.5,1.475,1.4,6.51,1.479,1.3,6.6,1.436,1.1,7.17,1.893,1.2,7.2,1.943,1.1,6.69,1.729,0.9,6.31,1.576,0.7,7.22,1.561,0.9,8.54,1.705,1.2,9.73,1.713,1.5,10.49,1.791
16,New,C,"252,488","802,622",692.7,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,OT44,USER,Power Mode = 3000; Serrations = True,OT44,"14,343.99",96.4139,1,1,8.69,102,0,0,,9.8,1.924,6.14,1.717,2.2,5.96,1.6,1.7,6.1,1.486,1.3,6.24,1.471,1.1,6.08,1.479,1.1,6.15,1.432,0.9,6.66,1.818,1,6.85,1.943,1,6.75,1.83,0.9,6.46,1.666,0.7,6.96,1.533,0.8,8.56,1.654,1.2,10.28,1.701,1.6,11.59,1.732
17,New,C,"253,107","803,083",686.8,Yes,Envision,"V126-3.0MW-3,000","3,000",126,80,OT46,USER,Power Mode = 3000; Serrations = True,OT46,"14,378.13",94.7826,1,0.9,8.87,102.5,0,0,,10.01,1.932,6.36,1.74,2.4,6.12,1.643,1.8,6.41,1.49,1.4,6.7,1.471,1.3,6.53,1.479,1.2,6.59,1.432,1,7.14,1.904,1.1,7.21,1.951,1,6.85,1.768,0.8,6.41,1.619,0.7,7.14,1.533,0.9,8.63,1.693,1.2,10.17,1.709,1.4,11.17,1.713
1,New,C,"250,865","803,361",653.3,Yes,Envision,"V136-3.0MW-3,000","3,000",136,80,OT26,USER,Power Mode = 3000; Serrations = True,OT26,"15,493.14",97.9135,1,0.9,8.8,106.3,0,0,,9.92,1.932,6.47,1.775,2.6,6.33,1.67,2.1,6.69,1.486,1.6,6.91,1.471,1.4,6.7,1.471,1.2,6.81,1.525,1,7.16,1.936,1.1,7.01,1.916,1,6.49,1.725,0.8,6.07,1.588,0.6,6.78,1.529,0.8,8.16,1.717,1.1,9.46,1.709,1.3,10.4,1.709
2,New,C,"251,357","803,709",640,Yes,Envision,"V136-3.0MW-3,000","3,000",136,80,OT27,USER,Power Mode = 3000; Serrations = True,OT27,"14,920.29",94.7405,1,0.9,8.75,106.2,0,0,,9.86,1.928,6.55,1.775,2.7,6.43,1.658,2.2,6.74,1.486,1.6,6.89,1.471,1.4,6.65,1.467,1.2,6.78,1.564,1.1,7.03,1.936,1.1,6.83,1.904,1,6.32,1.721,0.7,5.9,1.592,0.6,6.62,1.529,0.8,7.92,1.701,1.1,9.22,1.709,1.3,10.22,1.709
3,New,C,"251,814","804,074",633.1,Yes,Envision,"V136-3.0MW-3,000","3,000",136,80,OT28,USER,Power Mode = 3000; Serrations = True,OT28,"14,567.86",92.8607,1,1,8.71,106.1,0,0,,9.82,1.928,6.49,1.771,2.7,6.38,1.654,2.1,6.67,1.486,1.6,6.82,1.471,1.4,6.56,1.467,1.2,6.7,1.553,1,6.99,1.936,1.1,6.82,1.912,1,6.33,1.725,0.8,5.88,1.596,0.6,6.63,1.529,0.8,7.93,1.701,1.1,9.24,1.709,1.3,10.26,1.709
4,New,C,"252,254","804,397",655.4,Yes,Envision,"V136-3.0MW-3,000","3,000",136,80,OT29,USER,Power Mode = 3000; Serrations = True,OT29,"15,146.66",92.4658,1,0.6,9.19,107.6,0,0,,10.37,1.932,6.81,1.74,2.6,6.66,1.627,2,6.9,1.486,1.5,6.99,1.471,1.3,6.72,1.471,1.1,6.83,1.51,1,7.26,1.936,1.1,7.22,1.947,1,6.75,1.74,0.8,6.32,1.611,0.6,7.07,1.529,0.8,8.49,1.678,1.1,9.99,1.701,1.3,11.26,1.709
5,New,C,"252,856","804,247",654.4,Yes,Envision,"V136-3.0MW-3,000","3,000",136,80,OT30,USER,Power Mode = 3000; Serrations = True,OT30,"14,371.41",91.0707,1,0.9,8.77,106.3,0,0,,9.89,1.928,6.66,1.744,2.7,6.45,1.623,2,6.64,1.486,1.6,6.67,1.471,1.3,6.5,1.463,1.1,6.64,1.561,1,6.86,1.936,1,6.74,1.928,0.9,6.29,1.74,0.7,5.84,1.6,0.6,6.57,1.529,0.8,7.85,1.67,1,9.23,1.693,1.3,10.51,1.709
6,New,C,"253,479","804,310",689.4,Yes,Envision,"V136-3.0MW-3,000","3,000",136,80,OT31,USER,Power Mode = 3000; Serrations = True,OT31,"15,257.29",92.9107,1,0.6,9.23,107.7,0,0,,10.41,1.928,6.55,1.732,2.3,6.35,1.615,1.8,6.57,1.486,1.4,6.8,1.471,1.2,6.64,1.479,1.1,6.68,1.432,0.9,7.24,1.893,1,7.34,1.947,1,7.08,1.791,0.8,6.7,1.643,0.7,7.34,1.529,0.8,8.91,1.67,1.2,10.6,1.701,1.5,11.87,1.717
7,New,C,"251,800","803,380",653.4,Yes,Envision,"V136-3.0MW-3,000","3,000",136,80,OT32,USER,Power Mode = 3000; Serrations = True,OT32,"14,723.72",94.0775,1,1,8.67,106,0,0,,9.78,1.932,6.3,1.752,2.6,6.18,1.654,2,6.46,1.49,1.5,6.68,1.471,1.3,6.47,1.475,1.2,6.6,1.475,1,7.03,1.932,1.1,6.99,1.939,1,6.53,1.74,0.8,6.05,1.6,0.7,6.84,1.529,0.8,8.21,1.709,1.1,9.6,1.713,1.4,10.54,1.713
8,New,C,"252,385","803,820",661.5,Yes,Envision,"V136-3.0MW-3,000","3,000",136,80,OT33,USER,Power Mode = 3000; Serrations = True,OT33,"14,517.72",91.2784,1,0.9,8.85,106.5,0,0,,9.98,1.932,6.53,1.756,2.6,6.34,1.65,2,6.64,1.486,1.6,6.78,1.471,1.3,6.62,1.471,1.2,6.77,1.498,1,7.14,1.936,1.1,7.06,1.932,1,6.58,1.736,0.8,6.09,1.6,0.6,6.89,1.529,0.8,8.26,1.701,1.1,9.65,1.709,1.3,10.68,1.713
9,New,C,"252,517","803,291",667.7,Yes,Envision,"V136-3.0MW-3,000","3,000",136,80,OT34,USER,Power Mode = 3000; Serrations = True,OT34,"14,486.85",92.91,1,1,8.63,105.9,0,0,,9.73,1.932,6.27,1.744,2.5,6.07,1.643,1.9,6.32,1.486,1.5,6.51,1.471,1.3,6.4,1.475,1.2,6.46,1.451,1,6.94,1.932,1.1,6.95,1.951,1,6.54,1.752,0.8,6.11,1.611,0.7,6.84,1.529,0.8,8.24,1.693,1.1,9.71,1.709,1.4,10.69,1.713
10,New,C,"252,974","803,638",683,Yes,Envision,"V136-3.0MW-3,000","3,000",136,80,OT35,USER,Power Mode = 3000; Serrations = True,OT35,"14,628.12",90.9252,1,0.8,8.97,106.9,0,0,,10.12,1.932,6.57,1.736,2.5,6.36,1.627,1.9,6.56,1.486,1.5,6.74,1.471,1.3,6.59,1.471,1.1,6.65,1.467,0.9,7.11,1.932,1.1,7.11,1.951,1,6.72,1.756,0.8,6.32,1.623,0.7,7.02,1.529,0.8,8.46,1.678,1.1,10.01,1.701,1.4,11.2,1.713
11,New,C,"253,529","803,673",684.7,Yes,Envision,"V136-3.0MW-3,000","3,000",136,80,OT36,USER,Power Mode = 3000; Serrations = True,OT36,"14,947.73",92.964,1,0.8,8.97,106.9,0,0,,10.11,1.932,6.36,1.736,2.4,6.15,1.627,1.8,6.45,1.486,1.4,6.71,1.471,1.2,6.53,1.479,1.1,6.58,1.432,0.9,7.14,1.9,1.1,7.21,1.947,1,6.9,1.779,0.8,6.5,1.631,0.7,7.18,1.529,0.9,8.69,1.682,1.2,10.27,1.705,1.5,11.42,1.713
12,New,C,"254,202","803,779",645.6,Yes,Envision,"V136-3.0MW-3,000","3,000",136,80,OT37,USER,Power Mode = 3000; Serrations = True,OT37,"14,359.60",94.1977,1,1.3,8.43,105.4,0,0,,9.5,1.928,6.25,1.771,2.7,6.17,1.654,2.1,6.5,1.486,1.6,6.64,1.471,1.4,6.44,1.467,1.2,6.54,1.557,1,6.76,1.936,1.1,6.59,1.908,1,6.1,1.725,0.7,5.67,1.596,0.6,6.4,1.529,0.8,7.65,1.697,1.1,8.87,1.705,1.3,9.92,1.717
13,New,C,"254,208","804,302",652.4,Yes,Envision,"V136-3.0MW-3,000","3,000",136,80,OT38,USER,Power Mode = 3000; Serrations = True,OT38,"14,651.24",93.225,1,0.9,8.74,106.2,0,0,,9.85,1.924,6.62,1.76,2.8,6.53,1.627,2.1,6.82,1.482,1.6,6.83,1.471,1.4,6.58,1.459,1.1,6.69,1.604,1,6.82,1.936,1,6.62,1.908,0.9,6.16,1.732,0.7,5.71,1.6,0.6,6.45,1.529,0.7,7.68,1.67,1,8.97,1.693,1.2,10.24,1.713
14,New,C,"251,215","802,400",677.1,Yes,Envision,"V136-3.0MW-3,000","3,000",136,80,OT41,USER,Power Mode = 3000; Serrations = True,OT41,"15,256.30",98.2002,1,1,8.66,106,0,0,,9.76,1.908,6.47,1.83,2.7,6.42,1.701,2.4,6.72,1.518,1.9,7.11,1.471,1.6,6.94,1.467,1.4,7.11,1.6,1.2,7.22,1.939,1.2,6.8,1.85,0.9,6.15,1.674,0.7,6.04,1.553,0.7,6.72,1.576,0.8,7.59,1.713,1,8.72,1.717,1.2,9.5,1.717
15,New,C,"251,716","802,751",671.2,Yes,Envision,"V136-3.0MW-3,000","3,000",136,80,OT43,USER,Power Mode = 3000; Serrations = True,OT43,"14,687.73",95.3074,1,1.2,8.54,105.7,0,0,,9.63,1.92,5.98,1.768,2.4,5.89,1.682,2,6.16,1.51,1.6,6.5,1.475,1.4,6.51,1.479,1.3,6.6,1.436,1.1,7.17,1.893,1.2,7.2,1.943,1.1,6.69,1.729,0.9,6.31,1.576,0.7,7.22,1.561,0.9,8.54,1.705,1.2,9.73,1.713,1.5,10.49,1.791
16,New,C,"252,488","802,622",692.7,Yes,Envision,"V136-3.0MW-3,000","3,000",136,80,OT44,USER,Power Mode = 3000; Serrations = True,OT44,"15,057.76",96.0855,1,1,8.69,106.1,0,0,,9.8,1.924,6.14,1.717,2.2,5.96,1.6,1.7,6.1,1.486,1.3,6.24,1.471,1.1,6.08,1.479,1.1,6.15,1.432,0.9,6.66,1.818,1,6.85,1.943,1,6.75,1.83,0.9,6.46,1.666,0.7,6.96,1.533,0.8,8.56,1.654,1.2,10.28,1.701,1.6,11.59,1.732
17,New,C,"253,107","803,083",686.8,Yes,Envision,"V136-3.0MW-3,000","3,000",136,80,OT46,USER,Power Mode = 3000; Serrations = True,OT46,"15,061.11",94.4308,1,0.9,8.87,106.6,0,0,,10.01,1.932,6.36,1.74,2.4,6.12,1.643,1.8,6.41,1.49,1.4,6.7,1.471,1.3,6.53,1.479,1.2,6.59,1.432,1,7.14,1.904,1.1,7.21,1.951,1,6.85,1.768,0.8,6.41,1.619,0.7,7.14,1.533,0.9,8.63,1.693,1.2,10.17,1.709,1.4,11.17,1.713
1,New,D,"556,167","5,800,259",170,Yes,Envision,"V136-3.6MW-3,600","3,600",136,140,K1,USER,Power Mode = 3600; Serrations = True,K1,"15,305.70",99.0857,1,1.8,7.45,98.4,0,0,,8.4,2.502,6.88,2.424,5.6,6.6,2.447,5.2,6.87,2.393,5.3,7.6,2.443,5.8,8.71,2.689,9.3,8.94,2.713,9.1,9.09,2.725,7.7,8.83,2.771,8.1,8.88,2.732,10.7,9.25,2.619,14.8,8.51,2.432,10.4,7.67,2.42,7.9,1.225,,0,0.78,1.58
2,New,D,"553,233","5,803,904",163.5,Yes,Envision,"V136-3.6MW-3,600","3,600",136,140,K2,USER,Power Mode = 3600; Serrations = True,K2,"15,340.69",99.4022,1,1.8,7.45,98.4,0,0,,8.4,2.486,6.7,2.498,5.3,6.61,2.4,5.5,7.06,2.377,5.6,7.92,2.502,6.3,8.96,2.631,9.5,9.23,2.643,8.4,9.17,2.713,7.6,9,2.713,8.9,8.99,2.764,11.9,9.09,2.654,14.1,8.18,2.443,9.6,7.07,2.424,7.3,1.225,,0,1.75,1.57
3,New,D,"555,622","5,803,457",170,Yes,Envision,"V136-3.6MW-3,600","3,600",136,140,K3,USER,Power Mode = 3600; Serrations = True,K3,"15,229.55",98.4649,1,1.7,7.46,98.4,0,0,,8.41,2.486,6.76,2.494,5.3,6.57,2.4,5.5,7.02,2.377,5.5,7.87,2.502,6.3,8.93,2.627,9.5,9.33,2.639,8.5,9.21,2.713,7.6,8.97,2.713,8.9,9,2.764,11.8,9.11,2.654,14.1,8.18,2.443,9.6,7.19,2.42,7.4,1.225,,0,1.14,1.57
4,New,D,"556,946","5,802,604",162,Yes,Envision,"V136-3.6MW-3,600","3,600",136,140,K4,USER,Power Mode = 3600; Serrations = True,K4,"15,193.47",97.8661,1,1.8,7.48,98.5,0,0,,8.43,2.494,6.91,2.424,5.6,6.61,2.451,5.3,6.91,2.393,5.4,7.65,2.443,5.8,8.68,2.689,9.2,8.89,2.713,9,9.07,2.725,7.7,8.82,2.771,8.1,9.1,2.732,10.8,9.36,2.619,14.9,8.51,2.432,10.3,7.57,2.42,7.8,1.225,,0,0.46,1.56
5,New,D,"559,494","5,805,407",151.8,Yes,Envision,"V136-3.6MW-3,600","3,600",136,140,K5,USER,Power Mode = 3600; Serrations = True,K5,"15,479.41",99.2157,1,1.7,7.51,98.6,0,0,,8.46,2.486,6.77,2.428,5.5,6.54,2.455,5.2,6.96,2.393,5.4,7.7,2.443,5.9,8.73,2.693,9.3,8.94,2.713,9,9.08,2.721,7.6,8.84,2.771,8.1,9.17,2.732,10.9,9.52,2.619,15,8.4,2.428,10.3,7.61,2.416,7.8,1.225,,0,0.26,1.55
6,New,D,"555,717","5,802,031",163.4,Yes,Envision,"V136-3.6MW-3,600","3,600",136,140,K6,USER,Power Mode = 3600; Serrations = True,K6,"15,115.50",98.4982,1,1.8,7.43,98.3,0,0,,8.37,2.486,6.68,2.494,5.2,6.51,2.4,5.5,7.02,2.377,5.6,7.92,2.502,6.4,8.89,2.635,9.6,9.21,2.639,8.4,9.05,2.713,7.5,8.79,2.713,8.8,9.01,2.764,11.9,9.18,2.654,14.3,8.1,2.443,9.6,7.13,2.42,7.3,1.225,,0,0.62,1.58
7,New,D,"558,272","5,801,156",151.2,Yes,Envision,"V136-3.6MW-3,600","3,600",136,140,K7,USER,Power Mode = 3600; Serrations = True,K7,"15,002.74",98.3198,1,1.9,7.4,98.2,0,0,,8.34,2.498,6.82,2.424,5.6,6.55,2.447,5.2,6.8,2.393,5.3,7.5,2.447,5.8,8.57,2.686,9.3,8.85,2.713,9.1,9.08,2.725,7.7,8.7,2.771,8.1,8.84,2.732,10.7,9.17,2.619,14.8,8.53,2.436,10.5,7.62,2.416,7.9,1.225,,0,-0.81,1.6
8,New,D,"560,188","5,801,869",160,Yes,Envision,"V136-3.6MW-3,600","3,600",136,140,K8,USER,Power Mode = 3600; Serrations = True,K8,"15,370.40",98.0941,1,1.7,7.53,98.6,0,0,,8.48,2.49,6.85,2.424,5.6,6.65,2.447,5.2,6.96,2.393,5.4,7.68,2.443,5.9,8.65,2.693,9.3,8.94,2.713,9,9.05,2.725,7.6,8.85,2.771,8.1,9.13,2.732,10.9,9.53,2.619,15,8.62,2.432,10.3,7.66,2.416,7.8,1.225,,0,1.11,1.54
9,New,D,"560,948","5,800,882",154.6,Yes,Envision,"V136-3.6MW-3,600","3,600",136,140,K9,USER,Power Mode = 3600; Serrations = True,K9,"15,229.25",97.8214,1,1.8,7.49,98.5,0,0,,8.45,2.49,6.86,2.424,5.6,6.66,2.447,5.3,6.96,2.393,5.5,7.57,2.451,5.9,8.61,2.693,9.2,8.89,2.713,8.9,9,2.725,7.6,8.86,2.771,8.2,9.13,2.732,10.9,9.45,2.615,15,8.56,2.432,10.2,7.64,2.412,7.7,1.225,,0,0.76,1.56
10,New,D,"560,459","5,798,293",144.6,Yes,Envision,"V136-3.6MW-3,600","3,600",136,140,K10,USER,Power Mode = 3600; Serrations = True,K10,"15,005.66",98.6913,1,1.9,7.38,98.2,0,0,,8.32,2.486,6.74,2.428,5.6,6.52,2.455,5.3,6.7,2.396,5.5,7.51,2.451,5.8,8.6,2.693,9.2,8.8,2.713,9,8.94,2.725,7.7,8.81,2.771,8.2,9.08,2.729,10.9,9.26,2.615,14.9,8.3,2.428,10.2,7.47,2.42,7.7,1.225,,0,-0.61,1.6
11,New,D,"562,301","5,799,680",140,Yes,Envision,"V136-3.6MW-3,600","3,600",136,140,K11,USER,Power Mode = 3600; Serrations = True,K11,"15,009.63",97.7754,1,1.9,7.43,98.3,0,0,,8.37,2.49,6.78,2.428,5.6,6.63,2.447,5.3,6.75,2.393,5.4,7.5,2.451,5.8,8.61,2.693,9.2,8.83,2.713,9,9.03,2.721,7.7,8.68,2.775,8.2,8.98,2.732,10.9,9.36,2.615,15,8.52,2.432,10.3,7.62,2.416,7.8,1.225,,0,-0.26,1.58
12,New,D,"561,817","5,796,434",150,Yes,Envision,"V136-3.6MW-3,600","3,600",136,140,K12,USER,Power Mode = 3600; Serrations = True,K12,"15,165.00",98.8575,1,1.9,7.42,98.3,0,0,,8.37,2.49,6.8,2.428,5.6,6.45,2.455,5.2,6.82,2.393,5.4,7.65,2.439,5.8,8.68,2.689,9.3,8.86,2.713,9,9.07,2.725,7.7,8.61,2.775,8.1,8.88,2.732,10.8,9.34,2.619,14.9,8.52,2.432,10.4,7.57,2.42,7.8,1.225,,0,-0.02,1.58
13,New,D,"563,090","5,796,768",141,Yes,Envision,"V136-3.6MW-3,600","3,600",136,140,K13,USER,Power Mode = 3600; Serrations = True,K13,"14,933.40",97.5475,1,1.9,7.42,98.3,0,0,,8.36,2.486,6.82,2.424,5.6,6.33,2.455,5.2,6.87,2.393,5.4,7.62,2.439,5.8,8.61,2.689,9.2,8.83,2.713,9,9.12,2.721,7.7,8.71,2.775,8.2,8.82,2.732,10.8,9.42,2.615,14.9,8.41,2.432,10.3,7.6,2.416,7.8,1.225,,0,-0.45,1.59
14,New,D,"564,071","5,797,921",131,Yes,Envision,"V136-3.6MW-3,600","3,600",136,140,K14,USER,Power Mode = 3600; Serrations = True,K14,"14,618.53",95.6122,1,1.9,7.41,98.3,0,0,,8.35,2.482,6.69,2.428,5.5,6.22,2.451,5.2,6.82,2.393,5.4,7.7,2.436,5.8,8.6,2.693,9.3,8.81,2.713,9,9.14,2.717,7.6,8.72,2.771,8.1,8.97,2.732,10.8,9.36,2.619,15,8.39,2.428,10.3,7.59,2.416,7.8,1.225,,0,-0.95,1.59
15,New,D,"564,337","5,797,505",136.1,Yes,Envision,"V136-3.6MW-3,600","3,600",136,140,K15,USER,Power Mode = 3600; Serrations = True,K15,"14,751.85",96.0481,1,1.9,7.43,98.3,0,0,,8.38,2.482,6.7,2.432,5.6,6.3,2.455,5.2,6.88,2.393,5.4,7.69,2.439,5.8,8.57,2.689,9.2,8.86,2.713,9,9.16,2.717,7.7,8.82,2.771,8.1,8.89,2.732,10.8,9.44,2.615,14.9,8.36,2.432,10.3,7.66,2.412,7.8,1.225,,0,-0.38,1.58
